filenames,targets
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_44_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_44_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_44_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_44_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_44_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_44_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_52_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_52_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_52_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_52_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_52_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_52_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_64_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_64_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_64_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_64_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_64_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_64_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_72_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_72_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_72_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_72_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_72_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Amin_72_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_165_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_165_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_165_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_165_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_165_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_165_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_178_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_178_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_178_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_178_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_178_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_178_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_184_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_184_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_184_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_184_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_184_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B5_184_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_202_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_202_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_202_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_202_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_202_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_202_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_210_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_210_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_210_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_210_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_210_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_210_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_230_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_230_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_230_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_230_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_230_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,B7_230_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_236_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_236_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_236_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_236_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_236_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_236_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_253_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_253_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_253_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_253_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_253_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_253_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_267_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_267_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_267_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_267_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_267_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bhdim7_267_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_102_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_102_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_102_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_102_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_102_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_102_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_110_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_110_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_110_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_110_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_110_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_110_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_85_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_85_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_85_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_85_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_85_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj7_85_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_15_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_15_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_15_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_15_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_15_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_15_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_35_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_35_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_35_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_35_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_35_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_35_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_7_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_7_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_7_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_7_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_7_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmaj_7_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_124_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_124_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_124_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_124_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_124_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_124_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_132_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_132_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_132_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_132_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_132_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_132_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_152_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_152_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_152_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_152_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_152_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin7_152_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_46_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_46_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_46_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_46_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_46_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_46_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_54_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_54_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_54_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_54_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_54_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_54_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_74_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_74_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_74_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_74_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_74_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Bmin_74_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_167_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_167_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_167_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_167_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_167_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_167_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_180_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_180_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_180_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_180_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_180_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_180_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_186_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_186_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_186_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_186_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_186_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#5_186_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_204_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_204_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_204_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_204_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_204_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_204_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_212_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_212_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_212_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_212_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_212_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_212_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_232_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_232_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_232_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_232_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_232_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#7_232_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_238_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_238_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_238_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_238_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_238_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_238_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_255_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_255_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_255_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_255_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_255_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_255_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_269_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_269_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_269_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_269_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_269_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#hdim7_269_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_112_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_112_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_112_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_112_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_112_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_112_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_87_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_87_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_87_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_87_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_87_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_87_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_92_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_92_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_92_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_92_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_92_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj7_92_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_17_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_17_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_17_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_17_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_17_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_17_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_37_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_37_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_37_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_37_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_37_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_37_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_9_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_9_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_9_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_9_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_9_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#maj_9_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_126_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_126_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_126_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_126_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_126_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_126_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_134_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_134_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_134_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_134_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_134_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_134_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_154_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_154_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_154_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_154_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_154_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min7_154_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_48_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_48_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_48_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_48_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,C#min_48_4.wav
